Point Number , Temperature ,Uncertainty,,,,,
2252,52.861709,0.060142267,,,,,
2253,52.879309,0.060162365,,,,,
2254,53.284094,0.060624623,,,,,
2255,52.879309,0.060162365,,,,,
2256,53.213697,0.060544231,,,,,
2257,53.231296,0.060564329,,,,,
2258,52.896908,0.060182463,,,,,
2259,53.196097,0.060524132,,,,,
2260,52.879309,0.060162365,,,,,
2261,53.266495,0.060604526,,,,,
2262,52.879309,0.060162365,,,,,
2263,53.248896,0.060584428,,,,,
2264,52.914507,0.060202561,,,,,
2265,53.442489,0.060805508,,,,,
2266,52.932107,0.06022266,,,,,
2267,52.914507,0.060202561,,,,,
2268,52.967305,0.060262855,,,,,
2269,52.932107,0.06022266,,,,,
2270,53.319293,0.06066482,,,,,
2271,52.984905,0.060282954,,,,,
2272,52.949706,0.060242758,,,,,
2273,52.932107,0.06022266,,,,,
2274,52.949706,0.060242758,,,,,
2275,52.949706,0.060242758,,,,,
2276,52.967305,0.060262855,,,,,
2277,52.984905,0.060282954,,,,,
2278,53.319293,0.06066482,,,,,
2279,52.984905,0.060282954,,,,,
2280,53.301694,0.060644722,,,,,
2281,52.984905,0.060282954,,,,,
2282,53.389691,0.060745213,,,,,
2283,53.002504,0.060303052,,,,,
2284,53.40729,0.060765311,,,,,
2285,53.354492,0.060705017,,,,,
2286,53.020104,0.060323151,,,,,
2287,53.020104,0.060323151,,,,,
2288,53.143299,0.060463838,,,,,
2289,53.037703,0.060343249,,,,,
2290,53.372091,0.060725115,,,,,
2291,53.055302,0.060363347,,,,,
2292,53.424889,0.060785409,,,,,
2293,53.055302,0.060363347,,,,,
2294,53.40729,0.060765311,,,,,
2295,53.072902,0.060383446,,,,,
2296,53.424889,0.060785409,,,,,
2297,53.090501,0.060403543,,,,,
2298,53.090501,0.060403543,,,,,
2299,53.460088,0.060825606,,,,,
2300,53.090501,0.060403543,,,,,
2301,53.108101,0.060423642,,,,,
2302,53.460088,0.060825606,,,,,
2303,53.1257,0.06044374,,,,,
2304,53.143299,0.060463838,,,,,
2305,53.160899,0.060483937,,,,,
2306,53.160899,0.060483937,,,,,
2307,53.143299,0.060463838,,,,,
2308,53.512886,0.0608859,,,,,
2309,53.512886,0.0608859,,,,,
2310,53.548085,0.060926097,,,,,
2311,53.178498,0.060504034,,,,,
2312,53.530486,0.060905999,,,,,
2313,53.178498,0.060504034,,,,,
2314,53.548085,0.060926097,,,,,
2315,53.196097,0.060524132,,,,,
2316,53.213697,0.060544231,,,,,
2317,53.284094,0.060624623,,,,,
2318,53.196097,0.060524132,,,,,
2319,53.600883,0.060986391,,,,,
2320,53.565685,0.060946196,,,,,
2321,53.266495,0.060604526,,,,,
2322,53.583284,0.060966294,,,,,
2323,53.231296,0.060564329,,,,,
2324,53.266495,0.060604526,,,,,
2325,53.266495,0.060604526,,,,,
2326,53.266495,0.060604526,,,,,
2327,53.636082,0.061026588,,,,,
2328,53.671281,0.061066785,,,,,
2329,53.319293,0.06066482,,,,,
2330,53.284094,0.060624623,,,,,
2331,53.319293,0.06066482,,,,,
2332,53.319293,0.06066482,,,,,
2333,53.319293,0.06066482,,,,,
2334,53.70648,0.061106981,,,,,
2335,53.68888,0.061086883,,,,,
2336,53.336893,0.060684919,,,,,
2337,53.354492,0.060705017,,,,,
2338,53.636082,0.061026588,,,,,
2339,53.354492,0.060705017,,,,,
2340,53.372091,0.060725115,,,,,
2341,53.372091,0.060725115,,,,,
2342,53.389691,0.060745213,,,,,
2343,53.372091,0.060725115,,,,,
2344,53.530486,0.060905999,,,,,
2345,53.424889,0.060785409,,,,,
2346,53.424889,0.060785409,,,,,
2347,53.724079,0.061127079,,,,,
2348,53.424889,0.060785409,,,,,
2349,53.776877,0.061187374,,,,,
2350,53.460088,0.060825606,,,,,
2351,53.424889,0.060785409,,,,,
2352,53.460088,0.060825606,,,,,
2353,53.864874,0.061287865,,,,,
2354,53.477688,0.060845705,,,,,
2355,53.882473,0.061307963,,,,,
2356,53.477688,0.060845705,,,,,
2357,53.512886,0.0608859,,,,,
2358,53.512886,0.0608859,,,,,
2359,53.864874,0.061287865,,,,,
2360,53.68888,0.061086883,,,,,
2361,53.530486,0.060905999,,,,,
2362,53.847275,0.061267767,,,,,
2363,53.548085,0.060926097,,,,,
2364,53.900073,0.061328062,,,,,
2365,53.530486,0.060905999,,,,,
2366,53.530486,0.060905999,,,,,
2367,53.583284,0.060966294,,,,,
2368,53.935272,0.061368258,,,,,
2369,53.583284,0.060966294,,,,,
2370,53.583284,0.060966294,,,,,
2371,53.600883,0.060986391,,,,,
2372,54.005669,0.061448651,,,,,
2373,53.583284,0.060966294,,,,,
2374,53.600883,0.060986391,,,,,
2375,53.583284,0.060966294,,,,,
2376,54.005669,0.061448651,,,,,
2377,53.618483,0.06100649,,,,,
2378,53.618483,0.06100649,,,,,
2379,53.97047,0.061408454,,,,,
2380,53.653681,0.061046686,,,,,
2381,53.671281,0.061066785,,,,,
2382,54.023269,0.06146875,,,,,
2383,53.917672,0.061348159,,,,,
2384,53.653681,0.061046686,,,,,
2385,53.68888,0.061086883,,,,,
2386,53.70648,0.061106981,,,,,
2387,54.023269,0.06146875,,,,,
2388,54.076067,0.061529044,,,,,
2389,53.882473,0.061307963,,,,,
2390,54.005669,0.061448651,,,,,
2391,54.128865,0.061589339,,,,,
2392,54.040868,0.061488847,,,,,
2393,53.741678,0.061147177,,,,,
2394,53.759278,0.061167276,,,,,
2395,54.076067,0.061529044,,,,,
2396,53.741678,0.061147177,,,,,
2397,54.164064,0.061629535,,,,,
2398,54.164064,0.061629535,,,,,
2399,53.794477,0.061207473,,,,,
 ,,,,,,,
